"province","drain_basin","river_section","time","quality_type","temperature","pH","oxygen","conductivity","turbidity_ntu","permanganate_index","ammonia_nitrogen","total_phosphate","total_nitrogen","chl_a","algae_density","site_state"
"陕西省","黄河流域","潼关吊桥","2020-11-06 08:00:00","Ⅲ",15.4,8.34,8.25,1063,372.1,4.5,0.28,0.137,"5.10",,,"正常"
"甘肃省","黄河流域","新城桥",,,,,,,,,,,,,,"停站"
"宁夏回族自治区","黄河流域","中卫下河沿(新墩)","2020-11-06 08:00:00","Ⅱ",13.4,6.87,9.14,564.7,58.5,1.54,0.07,0.032,"1.81",,,"正常"
"北京市","海河流域","沿河城","2020-11-07 08:00:00","Ⅱ",8.5,8.21,10.88,1216.6,4.4,2.22,0.25,0.022,"1.66",,,"正常"
"北京市","海河流域","古北口","2020-11-07 08:00:00","Ⅰ",7,8.05,11.66,742.6,1.7,0.99,0.04,0.002,"9.86",,,"正常"
"天津市","海河流域","三岔口","2020-11-07 08:00:00","Ⅱ",14.3,8.06,9.29,526.1,7.9,1.6,0.28,0.004,"1.14",,,"正常"
"天津市","海河流域","果河桥","2020-11-07 08:00:00","Ⅱ",12.2,8.25,9.86,588,9,2.23,0.31,0.07,"3.42",,,"正常"
"河北省","海河流域","岗南水库","2020-11-07 08:00:00","Ⅲ",17.2,8.55,9.04,576,2.9,2.25,0.06,0.026,"2.48",,,"正常"
"河北省","海河流域","八号桥","2020-11-07 08:00:00","Ⅲ",6,8.46,11.33,1446.6,67.3,4.64,0.03,0.108,"3.30",,,"正常"
"山西省","黄河流域","河津大桥","2020-11-07 08:00:00","Ⅳ",14.8,8.26,10.38,1781.1,320.6,8.65,0.15,,,,,"正常"
"山西省","黄河流域","万家寨水库","2020-11-07 08:00:00","Ⅱ",10.5,7.85,10.6,604.3,11,3.46,0.41,0.02,"2.25",,,"正常"
"内蒙古自治区","黄河流域","画匠营子","2020-11-07 08:00:00","Ⅲ",10.1,8.19,9.59,748.8,1429.4,4.36,0.063,,,,,"正常"
"内蒙古自治区","黄河流域","海勃湾","2020-11-07 08:00:00","Ⅱ",10.6,8.71,8.93,583,72,2.01,0.22,,,,,"正常"
"内蒙古自治区","松花江流域","黑山头",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","大伙房水库",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","江桥","2020-11-07 08:00:00","Ⅱ",19.2,6.75,6.2,160,9,0.69,0.093,0.026,"2.46",,,"正常"
"辽宁省","辽河流域","辽河公园","2020-11-07 08:00:00","Ⅳ",14.2,7.71,8.55,12670.2,382.6,8.96,0.189,0.271,"4.21",,,"正常"
"辽宁省","辽河流域","汤河水库",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","盘锦兴安(兴安)",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","珠尔山","2020-11-07 08:00:00","Ⅲ",7.5,8.23,14.14,642,15.5,4.49,0.14,0.114,"4.70",,,"正常"
"吉林省","松花江流域","松花江村",,,,,,,,,,,,,,"停站"
"吉林省","松花江流域","白沙滩",,,,,,,,,,,,,,"停站"
"吉林省","松花江流域","圈河","2020-11-07 08:00:00","Ⅱ",16.2,7.61,8.75,208,107,3.07,0.081,0.042,"1.45",,,"正常"
"黑龙江省","松花江流域","肇源",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","乌苏镇",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","同江","2020-11-07 08:00:00","Ⅳ",5.2,7.78,12.44,252,75.5,6.96,0.187,0.094,"2.08",,,"正常"
"黑龙江省","松花江流域","黑河下(黑河)",,,,,,,,,,,,,,"停站"
"上海市","长江流域","急水港桥",,,,,,,,,,,,,,"停站"
"江苏省","长江流域","林山",,,,,,,,,,,,,,"停站"
"江苏省","太湖流域","沙渚","2020-11-07 08:00:00","劣Ⅴ",20.6,8.37,8.67,436.7,44.6,21.78,0.2,0.063,"1.21",0.018,,"正常"
"江苏省","淮河流域","小红圈","2020-11-07 08:00:00","Ⅱ",13.9,7.6,13.33,755.7,9.1,2.08,0.057,,,,,"正常"
"江苏省","淮河流域","李集桥","2020-11-07 08:00:00","Ⅲ",16.2,7.71,6.62,996.1,36.2,4.35,0.13,0.058,"1.15",,,"正常"
"江苏省","淮河流域","艾山西大桥","2020-11-07 08:00:00","Ⅱ",14.6,8.35,10.75,851.6,13.1,2.49,0.1,0.02,"12.32",,,"正常"
"江苏省","太湖流域","兰山嘴(老)","2020-11-07 08:00:00","Ⅲ",19.9,7.58,7.73,345.2,42.2,3.69,0.51,0.091,"2.16",0.014,,"正常"
"江苏省","太湖流域","西山","2020-11-07 08:00:00","Ⅳ",18,8.4,9.99,256.1,64.5,2.55,0.08,0.095,"0.37",0.007,,"正常"
"江苏省","淮河流域","大兴桥","2020-11-07 08:00:00","Ⅲ",16.1,8.49,10.29,773.9,27.6,4.29,0.06,,,,,"正常"
"江苏省","淮河流域","淮河大桥","2020-11-07 08:00:00","Ⅲ",16.9,8.13,8.25,450.9,46.1,4.06,0.23,0.142,"2.00",,,"正常"
"江苏省","长江流域","三江营","2020-11-07 08:00:00","Ⅱ",18.8,7.85,7.29,305.1,44,1.98,0.037,0.063,"1.61",,,"正常"
"江苏省","淮河流域","大屈","2020-11-07 08:00:00","Ⅲ",16.1,8.04,8.45,842.1,71.1,4.04,0.05,0.047,"1.57",,,"正常"
"浙江省","浙闽片河流","街口(鸠坑口)","2020-11-07 08:00:00",,21.4,7.03,6.32,154.1,25.8,1.19,,0.016,"1.04",,,"维护"
"浙江省","太湖流域","斜路港","2020-11-07 04:00:00","Ⅳ",18.7,7.38,3.74,532,81.1,7.46,0.132,0.067,"1.19",,,"正常"
"浙江省","太湖流域","王江泾","2020-11-07 08:00:00","Ⅲ",19.7,7.01,5.42,627.5,151.7,5.73,0.074,0.094,"1.10",,,"正常"
"浙江省","太湖流域","新港口(新塘港)","2020-11-07 08:00:00","Ⅱ",18.1,8.25,8.96,350,75,2.85,0.246,0.05,"8.99",0.024,,"正常"
"安徽省","巢湖流域","湖滨(老)","2020-11-07 08:00:00","Ⅴ",18.2,6.96,9.03,303.5,123.2,6.14,0.16,0.113,"2.23",0.08,,"正常"
"安徽省","巢湖流域","裕溪口(老)",,,,,,,,,,,,,,"维护"
"安徽省","淮河流域","蚌埠闸上(蚌埠闸)","2020-11-07 08:00:00","Ⅲ",21,7.62,8.93,427.6,52,3.45,0.009,0.123,"1.66",,,"正常"
"安徽省","淮河流域","石头埠(老)","2020-11-07 08:00:00","Ⅳ",19.2,7.23,3.77,242.7,55.9,4.12,0.17,,,,,"正常"
"安徽省","淮河流域","小王桥","2020-11-07 08:00:00","Ⅴ",17.1,8.34,9.57,1684.1,11.8,8.25,0.004,0.37,"1.06",,,"正常"
"安徽省","长江流域","皖河口","2020-11-07 08:00:00","Ⅱ",20.1,7.46,7.42,275.2,22,2.03,0.011,0.052,"1.93",,,"正常"
"安徽省","淮河流域","小柳巷","2020-11-07 08:00:00","Ⅲ",18,7.76,8.36,424.2,166.5,2.51,0.038,0.15,"1.67",,,"正常"
"安徽省","淮河流域","张大桥",,,,,,,,,,,,,,"停站"
"安徽省","淮河流域","王家坝","2020-11-07 08:00:00","Ⅱ",18.1,7.15,7.8,320,21,2.92,0.309,0.089,"2.07",,,"正常"
"安徽省","淮河流域","界首七渡口(七渡口)","2020-11-07 08:00:00","Ⅳ",17.4,6.66,4.17,763.1,22.8,3.71,0.14,0.102,"5.59",,,"正常"
"安徽省","淮河流域","许庄(徐庄)","2020-11-07 08:00:00","Ⅱ",13.2,7.77,6.69,959.3,43.8,3.21,0.01,0.048,"1.13",,,"正常"
"安徽省","淮河流域","杨庄","2020-11-07 08:00:00","Ⅲ",16.7,7.93,8.85,949.2,50.1,4.26,0.376,,,,,"正常"
"安徽省","淮河流域","泗县公路桥","2020-11-07 08:00:00","Ⅲ",17.1,8.35,9.6,975.5,62.1,5.46,0.067,,,,,"正常"
"安徽省","淮河流域","颜集","2020-11-07 08:00:00","Ⅲ",14.1,8.22,8.1,1739.3,162.1,5.76,0.22,0.181,"4.23",,,"正常"
"福建省","浙闽片河流","白岩潭","2020-11-07 08:00:00","Ⅲ",22.4,7.23,7.06,1661.2,131.6,4.56,0.132,,,,,"正常"
"江西省","长江流域","滁槎","2020-11-07 08:00:00","Ⅱ",20.6,7.8,7.91,120.4,46.1,2.55,0.44,0.045,"11.16",,,"正常"
"江西省","长江流域","姚港(河西水厂)","2020-11-07 08:00:00","Ⅱ",19.4,7.45,8.27,317.6,36.3,1.12,0.01,0.067,"1.36",,,"正常"
"江西省","长江流域","蛤蟆石","2020-11-07 08:00:00","Ⅳ",19,7.3,8.84,147.4,146.4,2.47,0.013,0.062,"1.31",0.002,2371658,"正常"
"山东省","黄河流域","泺口","2020-11-07 08:00:00","Ⅱ",13.5,8.37,10.26,777.6,475.9,2.49,0.161,0.015,"3.90",,,"正常"
"山东省","淮河流域","台儿庄大桥","2020-11-07 08:00:00","Ⅱ",16,7.82,8.26,900.3,31.7,2.96,0.054,0.059,"2.80",,,"正常"
"山东省","淮河流域","清泉寺",,,,,,,,,,,,,,"停站"
"山东省","淮河流域","重坊桥","2020-11-07 08:00:00","Ⅱ",15.7,7.92,9.05,781.8,10.9,2.85,0.165,,,,,"正常"
"山东省","淮河流域","捷庄(涝沟桥)","2020-11-07 08:00:00","Ⅲ",15.7,8.1,9.41,805,19.5,4.74,0.121,0.092,"6.47",,,"正常"
"山东省","海河流域","秤勾湾(秤钩湾)",,,,,,,,,,,,,,"停站"
"河南省","长江流域","陶岔","2020-11-07 08:00:00","Ⅰ",20.4,7.73,8.05,278.6,3.1,1.96,0.086,0.008,"0.92",0.005,1807496,"正常"
"河南省","淮河流域","黄口","2020-11-07 08:00:00","Ⅱ",14.4,7.42,9.26,2033,31.8,3.05,0.017,0.06,"6.59",,,"正常"
"河南省","淮河流域","蒋集","2020-11-07 08:00:00","Ⅱ",17.6,6.97,6.85,213.1,427.7,3.35,0.068,,,,,"正常"
"河南省","淮河流域","淮滨水文站(淮滨)","2020-11-07 08:00:00","Ⅲ",15.6,7.13,8.48,249,55.5,5.11,0.216,0.1,"1.75",,,"正常"
"河南省","淮河流域","沈丘闸","2020-11-07 08:00:00","Ⅲ",16.9,7.49,6.18,1169.3,18.9,3.91,0.67,,,,,"正常"
"河南省","淮河流域","鹿邑付桥(鹿邑付桥闸)","2020-11-07 08:00:00","Ⅳ",17.4,8.58,11.32,1393.8,9.8,6.35,0.06,0.147,"1.19",,,"正常"
"河南省","淮河流域","新蔡班台(班台)","2020-11-07 08:00:00","Ⅲ",18,7.54,9.69,906.9,9.7,2.73,0.21,0.148,"4.19",,,"正常"
"河南省","黄河流域","小浪底水库(小浪底)","2020-11-07 08:00:00","Ⅱ",15.4,8.15,8.66,717.5,12.2,1.34,0.13,0.024,"3.30",,,"正常"
"湖北省","长江流域","宗关","2020-11-07 08:00:00","Ⅲ",19,7.79,8.37,398,27.2,4.68,0.059,0.026,"2.82",0.004,,"正常"
"湖北省","长江流域","坝上中(胡家岭)","2020-11-07 08:00:00","Ⅱ",20.5,7.86,7.46,245.5,2.1,1.95,0.079,0.013,"1.28",0.02,9211000,"正常"
"湖北省","长江流域","南津关","2020-11-07 08:00:00","Ⅱ",20,7.91,8.75,361.2,2.9,1.29,0.018,0.042,"1.55",0.001,,"正常"
"湖南省","长江流域","新港","2020-11-07 08:00:00","Ⅱ",,7.15,9.88,,68.2,1.9,0.017,0.056,"1.83",,,"维护"
"湖南省","长江流域","岳阳楼","2020-11-07 08:00:00","Ⅴ",18.2,7.84,7.61,255.2,42.9,1.84,0.017,0.102,"2.78",0.003,283,"正常"
"湖南省","长江流域","城陵矶","2020-11-07 08:00:00","Ⅲ",19,8.03,8.86,268.6,59.7,2.27,0.001,0.117,"1.41",,,"正常"
"广东省","珠江流域","七星岗","2020-11-07 08:00:00","Ⅳ",25.3,7.57,7.73,249.2,12.8,7.75,0.095,0.122,"2.36",,,"正常"
"广东省","珠江流域","横栏","2020-11-07 08:00:00","Ⅰ",24.1,7.75,7.58,289,11.5,1.49,0.1,,,,,"正常"
"广西壮族自治区","珠江流域","老口","2020-11-07 08:00:00","Ⅱ",23.3,7.74,7.39,351.6,12.7,0.57,0.063,0.025,"2.39",,,"正常"
"广西壮族自治区","珠江流域","阳朔",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","界首",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","石嘴",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","平而关","2020-11-07 08:00:00","Ⅰ",22.9,7.98,8.36,246.7,20.4,0.82,0.08,,,,,"正常"
"重庆市","长江流域","朱沱",,,,,,,,,,,,,,"停站"
"四川省","长江流域","龙洞","2020-11-07 08:00:00","Ⅰ",18,8.35,8.78,849.4,5.9,0.86,0.014,0.008,"0.69",,,"正常"
"四川省","长江流域","沱江大桥(沱江二桥)","2020-11-07 08:00:00","Ⅱ",18.2,8.3,8.88,531.2,15.5,2.05,0.003,0.096,"3.30",,,"正常"
"四川省","长江流域","清风峡","2020-11-07 08:00:00","Ⅰ",13.8,8.35,10.73,395.5,47.6,0.77,0.103,,,,,"正常"
"四川省","长江流域","岷江大桥",,,,,,,,,,,,,,"停站"
"四川省","长江流域","凉姜沟",,,,,,,,,,,,,,"维护"
"云南省","滇池流域","西苑隧道","2020-11-07 08:00:00","Ⅳ",18,7.73,6.75,731,13.5,7.82,0.015,0.038,"3.18",0.003,4681893,"正常"
"云南省","滇池流域","观音山",,,,,,,,,,,,,,"维护"
"云南省","西南诸河","河口县医院(河口)","2020-11-07 08:00:00","Ⅱ",22,6.64,8.49,218.1,97.9,1.72,0.084,0.065,"1.28",,,"正常"
"云南省","西南诸河","橄榄坝","2020-11-07 08:00:00","Ⅰ",19.6,7.69,8.06,478.5,13.1,1.71,0.125,,,,,"正常"
"陕西省","黄河流域","潼关吊桥","2020-11-07 08:00:00","Ⅲ",15.2,8.31,8.02,1059.9,545.9,5.21,0.26,0.161,"6.71",,,"正常"
"甘肃省","黄河流域","新城桥",,,,,,,,,,,,,,"停站"
"宁夏回族自治区","黄河流域","中卫下河沿(新墩)","2020-11-07 08:00:00","Ⅱ",13,6.91,9.33,559.5,67.9,1.61,0.08,0.035,"1.69",,,"正常"
"北京市","海河流域","沿河城","2020-11-08 08:00:00","Ⅱ",7.9,8.2,10.99,1210.2,4.3,2.2,0.22,0.022,"1.57",,,"正常"
"北京市","海河流域","古北口","2020-11-08 08:00:00",,6.7,8.05,11.69,742.2,2.1,1.16,0.12,,"10.18",,,"维护"
"天津市","海河流域","三岔口","2020-11-08 08:00:00","Ⅰ",13.7,7.94,9.43,486.4,10.7,1.37,0.15,0.007,"1.13",,,"正常"
"天津市","海河流域","果河桥","2020-11-08 08:00:00","Ⅱ",11.7,8.27,10.49,586.7,9.3,2.25,0.29,0.063,"3.32",,,"正常"
"河北省","海河流域","岗南水库","2020-11-08 08:00:00","Ⅱ",17.1,8.56,9.12,572.5,2.8,2.31,0.06,0.022,"2.54",,,"正常"
"河北省","海河流域","八号桥",,,,,,,,,,,,,,"维护"
"山西省","黄河流域","河津大桥","2020-11-08 08:00:00","Ⅳ",14.4,8.28,10.68,1706.3,266.4,8.08,0.16,,,,,"正常"
"山西省","黄河流域","万家寨水库","2020-11-08 08:00:00","Ⅲ",10.1,7.8,10.62,595,7.8,4.68,0.45,0.017,"2.44",,,"正常"
"内蒙古自治区","黄河流域","画匠营子","2020-11-08 08:00:00","Ⅲ",9.6,8.26,9.77,754.1,1163.4,4.17,0.061,,,,,"正常"
"内蒙古自治区","黄河流域","海勃湾","2020-11-08 08:00:00","Ⅱ",11,8.66,8.99,599.2,50.5,1.89,0.21,,,,,"正常"
"内蒙古自治区","松花江流域","黑山头",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","大伙房水库",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","江桥","2020-11-08 08:00:00","Ⅱ",13,6.76,8.55,149,13,0.96,0.096,0.026,"2.32",,,"正常"
"辽宁省","辽河流域","辽河公园","2020-11-08 08:00:00","Ⅳ",13.6,7.81,8.64,2078.5,231.5,7.99,0.199,0.214,"6.03",,,"正常"
"辽宁省","辽河流域","汤河水库",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","盘锦兴安(兴安)",,,,,,,,,,,,,,"停站"
"辽宁省","辽河流域","珠尔山","2020-11-08 08:00:00","Ⅲ",5.7,8.27,15.05,630.9,15.5,4.33,0.14,0.112,"4.69",,,"正常"
"吉林省","松花江流域","松花江村",,,,,,,,,,,,,,"停站"
"吉林省","松花江流域","白沙滩",,,,,,,,,,,,,,"停站"
"吉林省","松花江流域","圈河","2020-11-08 08:00:00","Ⅱ",16.3,7.58,8.63,208,135,2.88,0.066,0.053,,,,"维护"
"黑龙江省","松花江流域","肇源",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","乌苏镇",,,,,,,,,,,,,,"停站"
"黑龙江省","松花江流域","同江","2020-11-08 08:00:00","Ⅳ",4.8,7.84,12.63,255.9,78.5,6.98,0.194,0.104,"1.86",,,"正常"
"黑龙江省","松花江流域","黑河下(黑河)",,,,,,,,,,,,,,"停站"
"上海市","长江流域","急水港桥",,,,,,,,,,,,,,"停站"
"江苏省","长江流域","林山",,,,,,,,,,,,,,"停站"
"江苏省","太湖流域","沙渚","2020-11-08 08:00:00","劣Ⅴ",19.5,8.34,8.9,440.7,38.6,21.78,0.18,0.052,"1.26",0.02,,"正常"
"江苏省","淮河流域","小红圈","2020-11-08 08:00:00","Ⅱ",13.5,7.66,13.78,745.5,9.4,2.31,0.069,,,,,"正常"
"江苏省","淮河流域","李集桥","2020-11-08 08:00:00","Ⅲ",15.9,7.72,6.79,997.4,34,4.33,0.091,0.055,"1.13",,,"正常"
"江苏省","淮河流域","艾山西大桥","2020-11-08 08:00:00","Ⅱ",14.5,8.42,11.68,773.4,12.5,2.7,0.1,0.022,"10.56",,,"正常"
"江苏省","太湖流域","兰山嘴(老)","2020-11-08 08:00:00","Ⅲ",19.5,7.68,7.93,333.2,29.8,3.37,0.63,0.076,"0.77",0.013,,"正常"
"江苏省","太湖流域","西山","2020-11-08 08:00:00","Ⅴ",19.1,8.55,10.23,326.6,108,1.96,0.1,0.107,"0.45",0.012,,"正常"
"江苏省","淮河流域","大兴桥",,,,,,,,,,,,,,"维护"
"江苏省","淮河流域","淮河大桥","2020-11-08 08:00:00","Ⅲ",16.7,8.09,8.1,471.2,39.1,4,0.42,0.138,"2.28",,,"正常"
"江苏省","长江流域","三江营","2020-11-08 08:00:00","Ⅱ",18.8,7.86,7.17,302.9,37.6,1.48,0.038,0.056,"1.58",,,"正常"
"江苏省","淮河流域","大屈","2020-11-08 08:00:00","Ⅲ",15.6,8.11,8.87,842.2,18.3,4.07,0.05,0.051,"1.44",,,"正常"
"浙江省","浙闽片河流","街口(鸠坑口)","2020-11-08 08:00:00","Ⅱ",21.2,6.93,6.31,155.3,26.5,1.19,0.004,0.016,"1.06",,,"正常"
"浙江省","太湖流域","斜路港","2020-11-08 08:00:00","Ⅳ",18.5,7.36,3.4,563,108.7,6.6,0.134,0.063,"1.19",,,"正常"
"浙江省","太湖流域","王江泾","2020-11-08 08:00:00","Ⅲ",19.7,7.04,5.04,602.6,116.4,4.98,0.059,0.071,"1.19",,,"正常"
"浙江省","太湖流域","新港口(新塘港)","2020-11-08 08:00:00","Ⅱ",18.4,8.42,9.31,350.3,111.1,2.55,0.206,0.056,"7.74",0.03,,"正常"
"安徽省","巢湖流域","湖滨(老)","2020-11-08 08:00:00","Ⅴ",18.6,7.32,9.6,300.5,62.4,6.42,0.14,0.108,"2.09",0.084,,"正常"
"安徽省","巢湖流域","裕溪口(老)",,,,,,,,,,,,,,"维护"
"安徽省","淮河流域","蚌埠闸上(蚌埠闸)","2020-11-08 08:00:00","Ⅲ",20.9,7.64,8.92,428.9,59.4,3.66,0.013,0.12,"1.61",,,"正常"
"安徽省","淮河流域","石头埠(老)","2020-11-08 08:00:00","Ⅳ",18.7,7.19,3.53,270.7,42.5,3.89,0.16,,,,,"正常"
"安徽省","淮河流域","小王桥","2020-11-08 08:00:00","Ⅳ",17.1,8.24,8.33,1703.2,14.5,8,0.021,0.174,"0.95",,,"正常"
"安徽省","长江流域","皖河口","2020-11-08 08:00:00","Ⅱ",20.3,7.46,7.3,275.7,20.5,1.6,0.012,0.054,"1.93",,,"正常"
"安徽省","淮河流域","小柳巷","2020-11-08 08:00:00","Ⅲ",17.8,7.77,8.5,428.8,146.5,2.89,0.062,0.127,"1.70",,,"正常"
"安徽省","淮河流域","张大桥",,,,,,,,,,,,,,"停站"
"安徽省","淮河流域","王家坝","2020-11-08 08:00:00","Ⅱ",18,7.1,7.54,311.8,21.5,3.07,0.276,0.09,"2.04",,,"正常"
"安徽省","淮河流域","界首七渡口(七渡口)","2020-11-08 08:00:00","Ⅳ",17.3,6.83,3.92,803.3,19.9,3.9,0.25,0.106,"3.56",,,"正常"
"安徽省","淮河流域","许庄(徐庄)","2020-11-08 08:00:00","Ⅱ",12.8,7.78,6.53,952.9,110.6,3.16,0.03,0.047,"1.01",,,"正常"
"安徽省","淮河流域","杨庄","2020-11-08 08:00:00","Ⅱ",16.5,7.9,8.73,965.2,59.8,3.85,0.378,,,,,"正常"
"安徽省","淮河流域","泗县公路桥",,,,,,,,,,,,,,"维护"
"安徽省","淮河流域","颜集","2020-11-08 08:00:00","Ⅳ",13.5,8.17,8.29,1738.9,162.5,6.01,0.2,0.169,"3.52",,,"正常"
"福建省","浙闽片河流","白岩潭","2020-11-08 08:00:00","Ⅲ",22.4,7.2,6.89,1633.2,124.8,4.24,0.127,,,,,"正常"
"江西省","长江流域","滁槎","2020-11-08 08:00:00","Ⅲ",20.5,7.8,7.99,128.1,47.1,4.1,0.45,0.06,"1.65",,,"正常"
"江西省","长江流域","姚港(河西水厂)","2020-11-08 08:00:00","Ⅱ",19.3,7.47,8.37,321.1,37.5,1.13,0.009,0.069,"1.37",,,"正常"
"江西省","长江流域","蛤蟆石","2020-11-08 08:00:00","Ⅲ",19.4,7.28,8.8,146.6,96.4,2.38,0.012,0.048,"1.51",0.003,2653870,"正常"
"山东省","黄河流域","泺口","2020-11-08 08:00:00","Ⅱ",13.5,8.36,10.16,781.1,512.6,2.52,0.1,0.017,"3.12",,,"正常"
"山东省","淮河流域","台儿庄大桥","2020-11-08 08:00:00","Ⅱ",15.7,7.82,8.35,920.5,27.9,2.87,0.12,0.06,"3.09",,,"正常"
"山东省","淮河流域","清泉寺","2020-11-08 08:00:00","Ⅳ",15,8.35,9.54,884.6,36.1,7.05,0.29,,,,,"正常"
"山东省","淮河流域","重坊桥","2020-11-08 08:00:00","Ⅱ",15.4,7.83,8.96,790,8.5,2.66,0.21,,,,,"正常"
"山东省","淮河流域","捷庄(涝沟桥)","2020-11-08 08:00:00","Ⅲ",15.3,8.26,11.71,801,12.8,4.72,0.044,0.077,"6.43",,,"正常"
"山东省","海河流域","秤勾湾(秤钩湾)",,,,,,,,,,,,,,"停站"
"河南省","长江流域","陶岔","2020-11-08 08:00:00","Ⅰ",20.5,7.76,8.23,278.6,2.4,1.94,0.066,0.007,"0.99",0.006,1808598,"正常"
"河南省","淮河流域","黄口","2020-11-08 08:00:00","Ⅱ",13.4,7.46,9.42,1964.5,31.6,3.69,0.02,0.055,"9.28",,,"正常"
"河南省","淮河流域","蒋集","2020-11-08 08:00:00","Ⅲ",17.6,6.91,7.07,199,519.2,4.06,0.064,,,,,"正常"
"河南省","淮河流域","淮滨水文站(淮滨)","2020-11-08 08:00:00","Ⅲ",15.4,7.15,8.58,248,60,4.9,0.002,0.09,"1.68",,,"正常"
"河南省","淮河流域","沈丘闸","2020-11-08 08:00:00","Ⅲ",16.9,7.46,6.04,1167.2,18.6,4.39,0.59,,,,,"正常"
"河南省","淮河流域","鹿邑付桥(鹿邑付桥闸)","2020-11-08 08:00:00","Ⅳ",17,8.57,11.09,1401.3,12.1,6.69,0.04,0.049,"1.41",,,"正常"
"河南省","淮河流域","新蔡班台(班台)","2020-11-08 08:00:00","Ⅲ",17.5,7.61,10.06,880.1,25.6,2.62,0.17,0.133,"4.08",,,"正常"
"河南省","黄河流域","小浪底水库(小浪底)","2020-11-08 08:00:00","Ⅱ",16.8,8.1,6.21,726.6,9.9,1.28,0.14,0.013,"3.29",,,"正常"
"湖北省","长江流域","宗关","2020-11-08 08:00:00",,19.1,7.83,8.03,403.4,23.7,4.86,0.118,,"2.55",0.003,,"维护"
"湖北省","长江流域","坝上中(胡家岭)","2020-11-08 08:00:00","Ⅱ",20.5,7.88,7.56,245.5,2,1.79,0.111,0.013,"1.25",0.026,9363000,"正常"
"湖北省","长江流域","南津关","2020-11-08 08:00:00","Ⅱ",19.9,7.92,8.58,363.3,2.8,1.32,0.005,0.043,"1.56",0.001,,"正常"
"湖南省","长江流域","新港",,,,,,,,,,,,,,"停站"
"湖南省","长江流域","岳阳楼","2020-11-08 08:00:00","Ⅳ",18.3,7.83,7.49,255.6,42,1.85,0.008,0.1,"2.74",0.003,270,"正常"
"湖南省","长江流域","城陵矶","2020-11-08 08:00:00",,19.3,8.04,8.81,259.4,58.2,2.14,,0.111,"1.39",,,"维护"
"广东省","珠江流域","七星岗","2020-11-08 08:00:00","劣Ⅴ",25.3,7.66,8.03,249.9,15.2,0.74,0.084,0.863,"2.42",,,"正常"
"广东省","珠江流域","横栏","2020-11-08 08:00:00","Ⅲ",23.9,7.74,5.85,288,6.5,1.4,0.128,,,,,"正常"
"广西壮族自治区","珠江流域","老口","2020-11-08 08:00:00","Ⅱ",23.4,7.79,7.41,361.6,10.3,0.32,0.089,0.026,"2.25",,,"正常"
"广西壮族自治区","珠江流域","阳朔",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","界首",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","石嘴",,,,,,,,,,,,,,"停站"
"广西壮族自治区","珠江流域","平而关","2020-11-08 08:00:00","Ⅲ",22.8,8.02,8.42,256.7,20.2,0.86,0.89,,,,,"正常"
"重庆市","长江流域","朱沱",,,,,,,,,,,,,,"停站"
"四川省","长江流域","龙洞","2020-11-08 08:00:00","Ⅰ",17.9,8.35,8.78,837.7,5.7,0.87,0.005,0.007,"0.73",,,"正常"
"四川省","长江流域","沱江大桥(沱江二桥)","2020-11-08 08:00:00","Ⅱ",18.5,8.29,8.77,527.3,16.4,2.12,0.018,0.096,"3.30",,,"正常"
"四川省","长江流域","清风峡","2020-11-08 08:00:00","Ⅰ",13.6,8.41,10.81,397.1,65.3,0.66,0.073,,,,,"正常"
"四川省","长江流域","岷江大桥",,,,,,,,,,,,,,"停站"
"四川省","长江流域","凉姜沟","2020-11-08 08:00:00","Ⅱ",17,7.95,9.31,269.1,45.2,1.51,0.003,0.072,"1.52",,,"正常"
"云南省","滇池流域","西苑隧道",,,,,,,,,,,,,,"维护"
"云南省","滇池流域","观音山",,,,,,,,,,,,,,"维护"
"云南省","西南诸河","河口县医院(河口)","2020-11-08 08:00:00","Ⅱ",21.8,7.02,8.31,210.7,89.1,2.52,0.083,0.052,"1.25",,,"正常"
"云南省","西南诸河","橄榄坝","2020-11-08 08:00:00",,19.5,7.69,8.22,471.9,11.5,,0.112,,,,,"维护"
"陕西省","黄河流域","潼关吊桥","2020-11-08 08:00:00","Ⅲ",15,8.31,8.17,1011.9,453.5,5.13,0.44,0.15,"7.01",,,"正常"
"甘肃省","黄河流域","新城桥",,,,,,,,,,,,,,"停站"
"宁夏回族自治区","黄河流域","中卫下河沿(新墩)","2020-11-08 08:00:00","Ⅱ",13.3,6.82,8.91,555.7,77.4,1.58,0.08,0.038,"1.82",,,"正常"
